userId,movieId,rating
3,2366,4.0
3,2371,4.0
3,2391,5.0
3,2407,4.0
3,2428,4.0
3,2448,5.0
3,2455,4.0
3,2505,4.0
3,2528,4.0
3,2529,5.0
3,2530,4.0
3,2531,3.0
3,2532,4.0
3,2533,3.0
3,2541,1.0
3,2551,4.0
3,2567,3.0
3,2571,5.0
3,2574,3.0
3,2613,4.0
3,2615,4.0
3,2628,5.0
3,2640,4.0
3,2642,3.0
3,2643,1.0
3,2657,3.0
3,2662,3.0
3,2668,4.0
3,2676,1.0
3,2694,4.0
3,2699,3.0
3,2710,5.0
3,2722,4.0
3,2750,4.0
3,2788,5.0
3,2791,5.0
3,2797,4.0
3,2808,4.0
3,2857,3.0
3,2872,5.0
3,2900,3.0
3,2901,3.0
3,2916,4.0
3,2918,5.0
3,2947,4.0
3,2948,4.0
3,2949,4.0
3,2968,5.0
3,2985,5.0
3,2986,2.0
3,3033,5.0
3,3039,5.0
3,3070,4.0
3,3072,4.0
3,3098,4.0
3,3142,4.0
3,5060,5.0
4,6,3.0
4,10,4.0
4,19,3.0
4,32,1.0
4,165,3.0
4,329,3.0
4,350,4.0
4,356,4.0
4,367,3.0
4,368,4.0
4,370,4.0
4,377,4.0
4,380,3.0
4,420,3.0
4,431,4.0
4,440,3.0
4,454,5.0
4,480,4.0
4,489,4.0
4,519,3.0
4,520,4.0
4,531,3.0
4,548,3.0
4,586,4.0
4,589,4.0
4,594,4.0
4,596,4.0
4,733,5.0
5,2,3.0
5,11,5.0
5,17,3.0
5,60,3.0
5,62,5.0
5,104,2.0
5,110,4.0
5,140,2.0
5,141,5.0
5,150,5.0
5,224,2.0
5,235,3.0
5,260,5.0
5,282,4.0
5,316,4.0
5,318,5.0
5,350,4.0
5,364,5.0
5,367,3.0
5,368,5.0
5,370,4.0
5,376,4.0
5,377,5.0
5,380,5.0
5,440,5.0
5,454,5.0
5,457,5.0
5,475,4.0
5,480,4.0
5,491,4.0
5,500,5.0
5,508,5.0
5,515,3.0
5,529,4.0
5,531,5.0
5,587,4.0
5,588,5.0
5,589,5.0
5,590,5.0
5,593,3.0
5,594,5.0
5,595,5.0
5,608,3.0
5,631,3.0
5,648,3.0
5,671,5.0
5,708,3.0
5,720,5.0
5,736,5.0
5,780,5.0
5,788,3.0
5,832,5.0
5,1028,5.0
5,1035,5.0
5,1036,5.0
5,1042,4.0
5,1073,2.0
5,1079,5.0
5,1080,5.0
5,1097,5.0
5,1136,5.0
5,1196,5.0
5,1198,5.0
5,1210,5.0
5,1291,5.0
5,1393,5.0
6,1,5.0
6,3,3.0
6,7,5.0
6,17,5.0
6,52,5.0
6,62,5.0
6,135,3.0
6,140,4.0
6,141,5.0
6,260,4.0
6,494,4.0
6,628,4.0
6,648,5.0
6,653,4.0
6,708,4.0
6,719,3.0
6,733,3.0
6,736,2.0
6,743,3.0
6,762,3.0
6,780,3.0
6,788,4.0
6,802,3.0
6,1073,1.0
7,3,3.0
7,7,3.0
7,11,4.0
7,15,2.0
7,16,3.0
7,17,2.0
7,24,3.0
7,105,2.0
7,122,2.0
7,151,3.0
7,252,2.0
7,260,5.0
7,271,3.0
7,276,2.0
7,316,3.0
7,339,3.0
7,348,4.0
7,351,3.0
7,355,3.0
7,356,4.0
7,357,3.0
7,362,3.0
7,364,4.0
7,377,3.0
7,425,3.0
7,440,4.0
7,480,5.0
7,509,2.0
7,539,4.0
7,553,4.0
7,587,5.0
7,589,5.0
7,590,4.0
7,597,4.0
7,674,2.0
7,708,3.0
7,736,3.0
7,750,5.0
7,780,4.0
7,788,3.0
7,806,1.0
7,852,3.0
7,880,3.0
7,899,4.0
7,908,4.0
7,912,5.0
7,914,3.0
7,920,4.0
7,922,3.0
7,924,3.0
7,928,3.0
7,932,3.0
7,952,3.0
7,1017,4.0
7,1020,3.0
7,1077,5.0
7,1094,3.0
7,1095,1.0
7,1097,4.0
7,1101,3.0
7,1183,3.0
7,1196,5.0
7,1206,2.0
7,1210,5.0
7,1230,3.0
7,1247,4.0
7,1253,4.0
7,1256,5.0
7,1259,3.0
7,1265,4.0
7,1270,4.0
7,1271,4.0
7,1272,4.0
7,1301,3.0
7,1307,3.0
7,1343,3.0
7,1357,4.0
7,1385,4.0
7,1391,2.0
7,1393,3.0
7,1408,3.0
7,1409,2.0
7,1441,3.0
7,1449,4.0
7,1466,3.0
7,1513,2.0
7,1517,3.0
7,1544,4.0
7,1573,3.0
7,1580,3.0
7,1597,3.0
7,1617,3.0
7,1674,4.0
7,1682,2.0
7,1721,5.0
7,1777,4.0
7,1882,3.0
7,1888,3.0
7,1894,3.0
7,1911,4.0
7,1917,4.0
7,1932,3.0
7,1964,3.0
7,2011,4.0
7,2012,4.0
7,2013,3.0
7,2018,4.0
7,2028,5.0
7,2054,3.0
7,2067,3.0
7,2080,4.0
7,2081,3.0
7,2108,3.0
7,2112,3.0
7,2125,3.0
7,2146,3.0
7,2195,2.0
7,2243,3.0
7,2266,2.0
7,2297,3.0
7,2311,3.0
7,2316,3.0
7,2333,3.0
7,2346,3.0
7,2363,3.0
7,2367,3.0
7,2384,3.0
7,2385,2.0
7,2390,4.0
7,2396,3.0
7,2403,4.0
7,2405,4.0
7,2407,4.0
7,2424,3.0
7,2427,3.0
7,2463,4.0
7,2468,2.0
7,2469,3.0
7,2478,2.0
7,2498,2.0
7,2529,4.0
7,2535,3.0
7,2546,3.0
7,2558,3.0
7,2598,3.0
7,2628,4.0
7,2633,3.0
7,2640,4.0
7,2641,4.0
7,2642,3.0
7,2654,4.0
7,2657,2.0
7,2664,4.0
7,2671,4.0
7,2683,3.0
7,2694,3.0
7,2701,3.0
7,2716,4.0
7,2722,3.0
7,2723,3.0
7,2734,2.0
7,2752,4.0
7,2762,5.0
7,2770,2.0
7,2858,3.0
7,2861,3.0
7,2881,4.0
7,2908,4.0
7,2916,3.0
7,2942,5.0
7,2950,3.0
7,2959,4.0
7,2968,2.0
7,2987,4.0
7,2993,4.0
7,3004,2.0
7,3032,2.0
7,3033,2.0
7,3037,4.0
7,3039,3.0
7,3062,3.0
7,3074,3.0
7,3081,2.0
7,3086,4.0
7,3103,2.0
7,3108,3.0
7,3118,3.0
7,3156,3.0
7,3175,2.0
7,3176,2.0
7,3179,5.0
7,3185,3.0
7,3194,4.0
7,3199,2.0
7,3219,2.0
7,3235,3.0
7,3244,3.0
7,3334,3.0
7,3341,4.0
7,3354,3.0
7,3363,4.0
7,3408,4.0
7,3417,5.0
7,3448,4.0
7,3469,4.0
7,3479,5.0
7,3501,3.0
7,3510,4.0
7,3512,4.0
7,3524,4.0
7,3526,3.0
7,3527,3.0
7,3528,2.0
7,3578,5.0
7,3593,2.0
7,3671,4.0
7,3684,3.0
7,3699,4.0
7,3701,3.0
7,3717,2.0
7,3753,4.0
7,3754,2.0
7,3793,4.0
7,3798,2.0
7,3824,2.0
7,3826,4.0
7,3827,3.0
7,3844,3.0
7,3864,3.0
7,3911,4.0
7,3926,3.0
7,3932,4.0
7,3959,4.0
7,3977,4.0
7,3978,3.0
7,3987,4.0
7,3988,4.0
7,3994,3.0
7,4018,3.0
7,4019,4.0
7,4023,3.0
7,4041,4.0
7,4062,3.0
7,4155,3.0
7,4186,4.0
7,4270,3.0
7,4306,5.0
7,4308,4.0
7,4310,3.0
7,4317,3.0
7,4339,4.0
7,4349,3.0
7,4361,3.0
7,4368,3.0
7,4370,2.0
7,4464,2.0
7,4503,3.0
7,4545,4.0
7,4603,2.0
7,4626,4.0
7,4638,4.0
7,4639,2.0
7,4643,4.0
7,4661,2.0
7,4700,3.0
7,4736,3.0
7,4799,5.0
7,4848,1.0
7,4867,4.0
7,4874,4.0
7,4896,3.0
7,4963,5.0
7,4993,4.0
7,4994,4.0
7,4995,3.0
7,5009,3.0
8,1,4.0
8,3,5.0
8,6,3.0
8,10,4.0
8,19,1.0
8,21,4.0
8,39,3.0
8,47,5.0
8,48,4.0
8,110,5.0
8,150,4.0
8,153,3.0
8,161,4.0
8,165,3.0
8,168,3.0
8,172,1.0
8,173,3.0
8,185,2.0
8,207,4.0
8,208,3.0
8,231,3.0
8,236,4.0
8,253,4.0
8,266,5.0
8,276,3.0
8,277,4.0
8,288,5.0
8,292,4.0
8,296,5.0
8,316,2.0
8,329,3.0
8,338,2.0
8,339,4.0
8,344,3.0
8,349,5.0
8,350,4.0
8,353,3.0
8,355,2.0
8,356,5.0
8,357,4.0
8,364,4.0
8,367,3.0
8,372,4.0
8,377,4.0
8,380,4.0
8,381,4.0
8,434,5.0
8,442,4.0
8,454,4.0
8,457,5.0
8,480,4.0
8,500,4.0
8,508,3.0
8,527,5.0
8,539,4.0
8,550,4.0
8,551,4.0
8,552,3.0
8,553,5.0
8,587,4.0
8,588,3.0
8,589,5.0
8,590,5.0
8,592,4.0
8,593,5.0
8,595,3.0
8,597,5.0
8,610,4.0
8,648,5.0
8,733,4.0
9,356,4.0
9,858,5.0
9,1219,3.0
9,1911,3.0
9,1923,4.0
9,1997,5.0
9,2279,3.0
9,2605,2.0
9,2683,3.0
9,2688,3.0
9,2706,4.0
9,2710,3.0
9,2719,2.0
9,2722,2.0
9,2840,3.0
9,2841,4.0
9,2959,5.0
9,3016,2.0
9,3785,2.0
9,3798,5.0
9,3857,3.0
9,3908,2.0
9,3979,3.0
9,3994,3.0
9,3999,2.0
9,4022,4.0
9,4030,2.0
9,4034,1.0
9,4148,5.0
9,4369,4.0
9,4483,2.0
9,4502,1.0
9,4509,3.0
9,4519,2.0
9,4533,3.0
10,1,4.0
10,11,4.0
10,25,4.0
10,260,4.0
10,356,3.0
10,527,5.0
10,858,5.0
10,912,4.0
10,969,4.0
10,1094,3.0
10,1136,4.0
10,1196,4.0
10,1198,4.0
10,1204,3.0
10,1208,4.0
10,1210,4.0
10,1221,5.0
10,1222,3.0
10,1230,4.0
10,1240,4.0
10,1242,4.0
10,1247,5.0
10,1250,4.0
10,1304,3.0
10,1387,5.0
10,1721,4.0
10,1960,3.0
10,2028,4.0
10,2058,3.0
10,2194,4.0
10,2384,4.0
10,2529,3.0
10,2657,4.0
10,2797,4.0
10,2944,4.0
10,2948,4.0
10,3062,4.0
10,3107,3.0
11,1,4.5
11,10,2.5
11,19,3.5
11,32,5.0
11,39,4.5
11,65,2.0
11,110,4.0
11,145,3.0
11,150,5.0
11,153,3.5
11,158,4.0
11,160,4.0
11,165,4.0
11,170,5.0
11,172,5.0
11,173,5.0
11,185,4.0
11,208,4.5
11,231,4.0
11,253,4.5
11,256,5.0
11,260,5.0
11,286,0.5
11,296,3.5
11,316,3.5
11,318,5.0
11,344,3.5
11,356,5.0
11,364,4.0
11,367,4.0
11,377,4.0
11,380,5.0
11,384,3.5
11,405,3.5
11,410,4.0
11,441,1.5
11,442,4.5
11,480,5.0
11,500,4.5
11,519,1.0
11,527,4.5
11,531,4.5
11,541,4.5
11,546,5.0
11,551,5.0
11,586,4.0
11,587,4.5
11,588,5.0
11,589,4.5
11,592,4.5
11,593,5.0
11,595,4.5
11,597,4.5
11,608,3.5
11,610,4.0
11,611,3.5
11,616,4.0
11,631,2.0
11,648,4.0
11,653,4.5
11,671,0.5
11,673,5.0
11,736,5.0
11,741,4.5
11,761,3.5
11,780,5.0
11,784,3.5
11,828,4.0
11,858,2.5
11,880,5.0
11,968,5.0
11,1028,4.0
11,1029,3.5
11,1032,4.0
11,1036,4.0
11,1046,4.5
11,1064,3.0
11,1073,5.0
11,1077,0.5
11,1093,3.0
11,1097,4.5
11,1136,4.5
11,1168,4.5
11,1169,1.5
11,1196,5.0
11,1197,4.0
11,1198,4.0
11,1200,5.0
11,1210,4.5
11,1213,1.5
11,1214,5.0
11,1215,3.0
11,1225,5.0
11,1240,5.0
11,1253,4.0
11,1255,4.0
11,1270,5.0
11,1274,5.0
11,1291,4.5
11,1320,5.0
11,1321,4.0
11,1339,5.0
11,1367,3.5
11,1387,4.0
11,1391,4.0
11,1432,1.0
11,1527,4.5
11,1544,5.0
11,1580,5.0
11,1584,4.0
11,1591,5.0
11,1653,5.0
11,1676,4.5
11,1688,3.0
11,1690,5.0
11,1721,4.0
11,1748,5.0
11,1862,1.0
11,1876,4.5
11,1882,4.0
11,1917,5.0
11,1961,3.5
11,1977,0.5
11,1982,1.0
11,2004,4.5
11,2011,5.0
11,2012,5.0
11,2018,4.0
11,2023,2.0
11,2028,5.0
11,2042,4.0
11,2105,4.5
11,2107,0.5
11,2123,2.5
11,2124,3.5
11,2134,5.0
11,2140,5.0
11,2143,3.0
11,2153,3.5
11,2232,4.5
11,2240,4.5
11,2291,5.0
11,2294,3.5
11,2313,4.5
11,2355,4.0
11,2378,3.0
11,2396,4.5
11,2420,3.0
11,2428,5.0
11,2455,5.0
11,2571,5.0
11,2572,5.0
11,2600,5.0
11,2628,4.5
11,2641,3.0
11,2642,4.0
11,2683,0.5
11,2688,3.5
11,2706,4.0
11,2716,5.0
11,2717,4.5
11,2720,4.0
11,2722,4.5
11,2761,4.5
11,2762,5.0
11,2793,5.0
11,2810,3.5
11,2827,4.0
11,2840,4.0
11,2858,5.0
11,2916,5.0
11,2959,4.5
11,2985,3.5
11,2990,0.5
11,3000,5.0
11,3033,4.0
11,3054,4.0
11,3083,3.5
11,3113,5.0
11,3114,5.0
11,3159,5.0
11,3213,3.0
11,3247,4.5
11,3269,5.0
11,3300,4.0
11,3396,0.5
11,3438,4.5
11,3525,5.0
11,3527,4.5
11,3535,2.0
11,3578,4.5
11,3697,4.5
11,3702,4.0
11,3703,3.0
11,3704,3.5
11,3745,4.5
11,3752,3.5
11,3753,5.0
11,3793,5.0
11,3826,3.5
11,3863,3.5
11,3864,4.0
11,3892,4.0
11,3897,4.0
11,3969,5.0
11,3980,4.0
11,3988,4.0
11,3991,3.0
11,3994,5.0
11,4006,2.0
11,4015,2.0
11,4052,2.5
11,4054,4.0
11,4105,2.0
11,4133,3.5
11,4226,5.0
11,4232,2.5
11,4235,5.0
11,4246,3.0
11,4262,2.0
11,4299,5.0
11,4306,4.5
11,4340,4.0
11,4343,3.0
11,4366,4.5
11,4370,5.0
11,4388,5.0
11,4446,4.5
11,4492,4.0
11,4533,3.5
11,4571,5.0
11,4638,5.0
11,4643,4.5
11,4718,3.0
11,4792,4.0
11,4850,3.0
11,4868,2.5
11,4878,5.0
11,4887,5.0
11,4896,5.0
11,4973,3.5
11,4974,4.5
11,4993,5.0
11,4995,4.0
11,5046,4.5
11,5151,4.0
11,5152,4.5
11,5171,5.0
11,5219,5.0
11,5220,3.0
11,5225,4.0
11,5266,4.5
11,5283,4.0
11,5299,4.5
11,5323,3.0
11,5349,5.0
11,5377,5.0
11,5378,4.5
11,5400,3.5
11,5444,4.5
11,5445,4.5
11,5459,5.0
11,5463,4.5
11,5502,4.5
11,5618,4.5
11,5669,5.0
11,5782,4.0
11,5816,5.0
11,5882,5.0
11,5903,5.0
11,5952,5.0
11,5971,5.0
11,6016,5.0
11,6094,4.0
11,6250,5.0
11,6264,2.5
11,6281,5.0
11,6283,2.5
11,6287,1.0
11,6291,5.0
11,6294,4.0
11,6333,5.0
11,6365,5.0
11,6377,5.0
11,6378,3.5
11,6383,3.0
11,6502,5.0
11,6503,3.5
11,6534,4.0
11,6537,3.5
11,6539,5.0
11,6541,4.0
11,6548,2.5
11,6586,3.0
11,6624,2.0
11,6659,4.5
11,6711,2.0
11,6731,4.5
11,6795,2.5
11,6863,5.0
11,6874,4.0
11,6934,5.0
11,6953,4.5
11,6979,5.0
11,6996,4.0
11,7022,4.5
11,7099,4.5
11,7153,5.0
11,7163,4.5
11,7173,4.5
11,7254,5.0
11,7293,4.5
11,7345,2.0
11,7361,5.0
11,7439,3.5
11,7444,5.0
11,7458,4.5
11,7481,5.0
11,7541,4.5
11,7845,4.0
11,7846,3.5
11,8169,5.0
11,8361,4.5
11,8368,4.0
11,8371,4.5
11,8578,2.0
11,8622,3.5
11,8636,4.5
11,8640,4.0
11,8641,3.0
11,8644,5.0
11,8800,2.0
11,8810,5.0
11,8861,2.5
11,8865,4.0
11,8870,4.5
11,8907,4.0
11,8965,5.0
11,8972,4.5
11,8973,5.0
11,8977,3.5
11,26462,3.0
11,26509,5.0
11,26887,3.5
11,26913,4.5
11,27311,3.0
11,27338,2.0
11,27368,4.0
11,27441,5.0
11,27608,5.0
11,27660,5.0
11,27728,4.5
11,27793,0.5
11,27865,1.0
11,27904,5.0
11,30707,5.0
11,30793,5.0
11,30812,4.0
11,31184,5.0
11,31429,5.0
11,31553,4.0
11,31555,5.0
11,31658,5.0
11,31660,4.5
11,31878,5.0
11,32031,3.5
11,32213,4.5
11,33085,5.0
11,33166,4.5
11,33493,5.0
11,33585,5.0
11,33660,4.0
11,33679,4.5
11,33794,4.0
11,34048,5.0
11,34150,4.0
11,34319,4.0
11,34334,0.5
11,34338,4.0
11,34542,5.0
11,35836,5.0
11,36401,4.0
11,36509,3.5
11,36931,4.5
11,37380,2.0
11,37386,1.5
11,37830,5.0
11,39446,1.5
11,40339,3.0
11,41566,4.5
11,41569,5.0
11,41571,5.0
11,42718,3.5
11,43419,2.0
11,43556,5.0
11,43928,2.5
11,43932,3.5
11,43936,2.5
11,44189,1.5
11,44191,4.0
11,44225,0.5
11,44731,5.0
11,44828,0.5
11,44849,4.5
11,45361,5.0
11,45499,5.0
11,45722,4.5
11,46530,3.0
11,46578,5.0
11,47124,3.5
11,48304,5.0
11,48394,4.5
11,48516,4.5
11,48738,4.0
11,48774,4.0
11,48943,1.0
11,49205,4.5
11,49278,4.5
11,50162,3.5
11,50442,3.0
11,50872,4.5
11,51412,4.0
11,51662,5.0
11,51666,3.0
11,51698,3.5
11,52281,4.0
11,52287,3.5
11,52328,5.0
11,52722,4.5
11,52885,4.5
11,53000,5.0
11,53125,4.0
11,53464,4.5
11,53953,4.5
11,53996,4.5
11,54001,5.0
11,54278,3.0
11,54771,4.5
11,54995,4.0
11,55190,4.0
11,55232,3.0
11,55282,2.0
11,55603,3.0
11,55999,4.5
11,56003,1.0
11,56145,5.0
11,56174,5.0
11,56251,3.0
11,56757,5.0
11,56801,5.0
11,56949,4.0
11,57223,1.5
11,57368,3.5
11,57509,3.5
11,57640,4.5
11,57949,5.0
11,58025,3.0
11,58293,4.5
11,58559,5.0
11,58652,5.0
11,59014,2.0
11,59315,5.0
11,59376,0.5
11,59418,5.0
11,59615,2.5
11,60037,5.0
11,60040,4.0
11,60069,5.0
11,60161,2.0
11,60514,3.5
11,60516,3.0
11,60524,4.0
11,60684,5.0
11,60760,4.5
11,60832,4.5
11,61248,1.5
11,61465,3.0
11,62265,4.0
11,62956,2.0
11,63859,4.5
11,64034,4.5
11,64497,5.0
11,64508,0.5
11,64614,4.0
11,64997,5.0
11,64999,0.5
11,65037,3.0
11,65514,4.0
11,66171,4.5
11,66297,3.0
11,67197,4.0
11,67295,4.0
11,67365,3.5
11,67799,0.5
11,67867,2.5
11,68263,0.5
11,68319,5.0
11,69526,5.0
11,69945,4.5
11,70227,2.5
11,70305,0.5
11,71282,5.0
11,72641,5.0
11,82095,1.0
12,1,4.0
12,3,3.0
12,5,2.0
12,6,3.0
12,7,3.0
12,17,3.0
12,32,3.0
12,34,4.0
12,36,4.0
12,95,3.0
12,104,4.0
12,110,4.0
12,208,3.0
12,231,3.0
12,260,4.0
12,344,4.0
12,356,4.0
12,364,4.0
12,376,3.0
12,380,4.0
12,480,3.0
12,494,3.0
12,527,4.0
12,585,3.0
12,589,4.0
12,590,3.0
12,595,4.0
12,608,5.0
12,648,3.0
12,653,4.0
12,733,4.0
12,736,3.0
12,780,3.0
12,784,4.0
12,786,4.0
12,788,4.0
13,1,4.0
13,2,3.0
13,10,3.0
13,11,4.0
13,19,3.0
13,32,5.0
13,34,1.0
13,39,3.0
13,47,5.0
13,95,4.0
13,110,5.0
13,150,5.0
13,153,3.0
13,160,4.0
13,161,5.0
13,165,3.0
13,173,3.0
13,185,4.0
13,225,4.0
13,231,3.0
13,236,3.0
13,253,5.0
13,266,5.0
13,282,3.0
13,292,5.0
13,296,5.0
13,300,2.0
13,315,4.0
13,316,3.0
13,317,3.0
13,318,5.0
13,339,3.0
13,344,3.0
13,349,3.0
13,350,4.0
13,356,5.0
13,357,3.0
13,364,3.0
13,367,4.0
13,377,4.0
13,380,2.0
13,410,3.0
13,420,4.0
13,432,3.0
13,434,4.0
13,435,4.0
13,442,4.0
13,457,5.0
13,474,4.0
13,480,3.0
13,500,5.0
13,508,5.0
13,509,4.0
13,527,5.0
13,539,3.0
13,553,5.0
13,588,1.0
13,589,4.0
13,590,4.0
13,592,3.0
13,595,2.0
13,597,5.0
14,1,4.5
14,7,3.5
14,17,5.0
14,34,3.0
14,62,4.0
14,150,5.0
14,252,4.0
14,260,4.0
14,277,4.0
14,314,4.0
14,316,3.0
14,339,4.5
14,344,2.0
14,356,4.0
14,364,4.5
14,368,4.5
14,440,4.5
14,452,4.5
14,457,3.5
14,468,3.5
14,471,5.0
14,480,4.0
14,497,4.5
14,500,2.0
14,520,2.0
14,529,5.0
14,534,4.0
14,539,1.5
14,551,2.0
14,552,3.5
14,586,2.5
14,587,2.5
14,588,4.0
14,594,3.5
14,595,4.5
14,728,4.5
14,745,4.0
14,780,3.0
14,783,3.0
14,802,3.0
14,838,4.0
14,898,4.5
14,899,3.5
14,902,3.0
14,910,2.0
14,911,4.0
14,924,3.5
14,927,3.5
14,951,3.5
